Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,39.62101364135742,48.93999862670898,50.09000015258789,47.560001373291016,49.0,2820800
2021-01-05,43.45033264160156,53.66999816894531,55.95000076293945,49.560001373291016,49.77999877929688,6028500
2021-01-06,45.59572982788086,56.31999969482422,57.790000915527344,53.91999816894531,54.869998931884766,4451400
2021-01-07,45.97623825073242,56.790000915527344,59.06999969482422,56.16999816894531,57.459999084472656,3259900
2021-01-08,45.95195388793945,56.7599983215332,58.400001525878906,55.630001068115234,57.209999084472656,2749400
2021-01-11,47.19871139526367,58.29999923706055,58.61000061035156,54.09999847412109,54.68999862670898,2167500
2021-01-12,50.89850997924805,62.869998931884766,63.130001068115234,58.810001373291016,59.31999969482422,4213900
2021-01-13,49.8217658996582,61.540000915527344,62.75,61.209999084472656,62.70000076293945,2484200
2021-01-14,50.13748550415039,61.93000030517578,64.06999969482422,61.540000915527344,62.4900016784668,3008600
2021-01-15,47.959720611572266,59.2400016784668,61.150001525878906,58.41999816894531,61.06999969482422,2840000
2021-01-19,48.5911979675293,60.02000045776367,61.11000061035156,59.79999923706055,60.5,1922800
2021-01-20,49.076942443847656,60.619998931884766,61.63999938964844,59.90999984741211,60.36000061035156,2348200
2021-01-21,49.20647811889648,60.77999877929688,61.09000015258789,57.5,60.09999847412109,4382700
2021-01-22,51.60284423828125,63.7400016784668,63.9900016784668,57.810001373291016,58.630001068115234,4518300
2021-01-25,49.6517448425293,61.33000183105469,64.9000015258789,59.45000076293945,62.34999847412109,3581000
2021-01-26,48.2592658996582,59.61000061035156,64.11000061035156,59.34000015258789,62.31999969482422,2928500
2021-01-27,45.81432342529297,56.59000015258789,60.15999984741211,56.130001068115234,57.7599983215332,4006700
2021-01-28,48.82596969604492,60.310001373291016,60.65999984741211,57.02000045776367,57.900001525878906,3635000
2021-01-29,45.89527893066406,56.68999862670898,60.90999984741211,56.36000061035156,59.790000915527344,3138200
2021-02-01,46.93964385986328,57.97999954223633,58.75,56.34999847412109,58.369998931884766,1934800
2021-02-02,47.29585647583008,58.41999816894531,60.47999954223633,58.290000915527344,59.900001525878906,1886200
2021-02-03,51.47331237792969,63.58000183105469,64.3499984741211,58.63999938964844,59.18999862670898,4214000
2021-02-04,52.90626525878906,65.3499984741211,65.88999938964844,63.04999923706055,64.72000122070312,2928500
2021-02-05,52.17763900756836,64.44999694824219,66.66999816894531,64.23999786376953,66.66999816894531,1912800
2021-02-08,55.8045768737793,68.93000030517578,69.5999984741211,65.6500015258789,65.97000122070312,2660700
2021-02-09,54.21780014038086,66.97000122070312,68.6500015258789,66.5199966430664,68.5,2409400
2021-02-10,55.76410675048828,68.87999725341797,69.9000015258789,66.69000244140625,67.54000091552734,2186400
2021-02-11,54.86546325683594,67.7699966430664,69.2300033569336,65.55999755859375,68.33999633789062,1815400
2021-02-12,55.95840835571289,69.12000274658203,69.69999694824219,66.62999725341797,66.9800033569336,1991300
2021-02-16,55.83696365356445,68.97000122070312,72.1500015258789,68.83000183105469,70.55000305175781,2524100
2021-02-17,55.731719970703125,68.83999633789062,70.19000244140625,67.4000015258789,69.16999816894531,1951300
2021-02-18,52.73626327514648,65.13999938964844,68.66000366210938,64.69000244140625,68.2300033569336,2338300
2021-02-19,53.08438491821289,65.56999969482422,66.94999694824219,65.16999816894531,65.44999694824219,2293800
2021-02-22,55.3754997253418,68.4000015258789,70.77999877929688,66.27999877929688,67.37000274658203,3405900
2021-02-23,57.4885139465332,71.01000213623047,71.44999694824219,63.04999923706055,67.05000305175781,5421100
2021-02-24,59.74726104736328,73.80000305175781,74.5999984741211,70.6500015258789,71.8499984741211,2798400
2021-02-25,55.90983200073242,69.05999755859375,74.87000274658203,69.05000305175781,74.5999984741211,2740600
2021-02-26,56.08793258666992,69.27999877929688,70.18000030517578,65.2699966430664,68.73999786376953,2530500
2021-03-01,59.6339111328125,73.66000366210938,74.47000122070312,70.41999816894531,70.95999908447266,3159600
2021-03-02,57.4885139465332,71.01000213623047,74.13999938964844,69.88999938964844,73.08999633789062,2592800
2021-03-03,60.60678482055664,74.44000244140625,78.02999877929688,72.06999969482422,72.06999969482422,3671300
