Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,33.05039978027344,39.56999969482422,40.650001525878906,39.18000030517578,40.5,8597600
2021-01-05,34.946388244628906,41.84000015258789,42.869998931884766,40.0,40.2400016784668,12393600
2021-01-06,36.34124374389648,43.5099983215332,43.95000076293945,41.91999816894531,42.52999877929688,11035300
2021-01-07,37.33517456054688,44.70000076293945,44.9900016784668,43.59999847412109,44.04999923706055,9648200
2021-01-08,37.33517456054688,44.70000076293945,45.47999954223633,44.18999862670898,45.0,9448700
2021-01-11,37.88644027709961,45.36000061035156,45.709999084472656,43.310001373291016,44.09999847412109,10839600
2021-01-12,39.60701751708984,47.41999816894531,47.66999816894531,45.720001220703125,46.02000045776367,13013700
2021-01-13,39.281280517578125,47.02999877929688,47.470001220703125,46.59999847412109,47.34999847412109,11839900
2021-01-14,39.98287963867188,47.869998931884766,48.290000915527344,46.77000045776367,47.41999816894531,12857900
2021-01-15,37.68597412109375,45.119998931884766,47.27999877929688,44.52999877929688,47.27999877929688,30004600
2021-01-19,38.42098617553711,46.0,46.150001525878906,44.86000061035156,45.150001525878906,14498800
2021-01-20,37.88644027709961,45.36000061035156,46.4900016784668,45.29999923706055,46.369998931884766,21178000
2021-01-21,36.0739631652832,43.18999862670898,45.70000076293945,42.70000076293945,45.40999984741211,16897000
2021-01-22,35.65633773803711,42.68999862670898,42.97999954223633,41.75,42.060001373291016,9535400
2021-01-25,35.56446838378906,42.58000183105469,42.630001068115234,41.2400016784668,42.130001068115234,10739700
2021-01-26,34.81275177001953,41.68000030517578,43.70000076293945,41.61000061035156,43.06999969482422,7616300
2021-01-27,33.95245742797852,40.650001525878906,42.09000015258789,40.209999084472656,40.97999954223633,8841600
2021-01-28,34.336669921875,41.11000061035156,41.63999938964844,40.380001068115234,41.11000061035156,10283300
2021-01-29,33.434608459472656,40.02999877929688,41.459999084472656,39.97999954223633,40.61000061035156,11660400
2021-02-01,34.00257873535156,40.709999084472656,40.97999954223633,39.70000076293945,40.43000030517578,9229400
2021-02-02,34.219730377197266,40.970001220703125,42.29999923706055,40.900001525878906,41.54999923706055,8834000
2021-02-03,36.09067153930664,43.209999084472656,43.630001068115234,41.0099983215332,41.25,11133600
2021-02-04,36.75885772705078,44.0099983215332,44.02000045776367,42.59000015258789,43.61000061035156,11372300
2021-02-05,37.10129928588867,44.41999816894531,44.91999816894531,44.09000015258789,44.88999938964844,9543400
2021-02-08,39.07246017456055,46.77999877929688,47.22999954223633,45.09999847412109,45.25,12181600
2021-02-09,39.15599060058594,46.880001068115234,47.43999862670898,45.86000061035156,46.220001220703125,8990300
2021-02-10,39.465030670166016,47.25,48.0,46.40999984741211,47.18999862670898,10853200
2021-02-11,39.14472198486328,46.43999862670898,46.52000045776367,45.209999084472656,46.5,8939100
2021-02-12,39.75162887573242,47.15999984741211,47.220001220703125,45.95000076293945,46.11000061035156,8805400
2021-02-16,41.17613983154297,48.84999847412109,49.22999954223633,47.81999969482422,48.0,11066700
2021-02-17,41.60602951049805,49.36000061035156,49.47999954223633,48.2599983215332,49.18999862670898,9055700
2021-02-18,40.198368072509766,47.68999862670898,49.130001068115234,47.630001068115234,49.0,8382200
2021-02-19,40.81367874145508,48.41999816894531,48.56999969482422,47.5099983215332,47.650001525878906,8502500
2021-02-22,42.88725662231445,50.880001068115234,51.68000030517578,48.810001373291016,49.16999816894531,12331000
2021-02-23,43.91559982299805,52.09999847412109,52.5,49.65999984741211,52.0,10796500
2021-02-24,46.081878662109375,54.66999816894531,54.88999938964844,51.459999084472656,52.0,12286600
2021-02-25,44.699493408203125,53.02999877929688,55.5099983215332,52.02000045776367,54.970001220703125,12864500
2021-02-26,43.839725494384766,52.0099983215332,52.86000061035156,50.86000061035156,52.59999847412109,13234100
2021-03-01,44.345481872558594,52.61000061035156,53.959999084472656,52.16999816894531,53.470001220703125,7182500
2021-03-02,44.06731796264648,52.27999877929688,53.290000915527344,52.2400016784668,52.5099983215332,7741100
2021-03-03,45.23053741455078,53.65999984741211,54.7599983215332,52.54999923706055,52.65999984741211,8007500
2021-03-04,46.88263702392578,55.619998931884766,56.9900016784668,53.68000030517578,53.959999084472656,15181000
2021-03-05,49.17535018920898,58.34000015258789,59.4900016784668,57.11000061035156,58.0,18699600
2021-03-08,49.54623794555664,58.77999877929688,59.93999862670898,57.68999862670898,58.77000045776367,11283400
2021-03-09,48.804473876953125,57.900001525878906,59.59999847412109,57.45000076293945,58.630001068115234,10193200
2021-03-10,50.085697174072266,59.41999816894531,59.77000045776367,57.380001068115234,57.86000061035156,12002400
2021-03-11,50.43128967285156,59.83000183105469,61.13999938964844,59.400001525878906,59.5099983215332,9328100
2021-03-12,49.89182662963867,59.18999862670898,60.470001220703125,58.97999954223633,60.2400016784668,6758400
2021-03-15,49.02362823486328,58.15999984741211,58.56999969482422,56.970001220703125,57.88999938964844,9825200
2021-03-16,47.691837310791016,56.58000183105469,57.400001525878906,55.970001220703125,57.08000183105469,9399900
2021-03-17,47.90256118774414,56.83000183105469,57.130001068115234,55.52000045776367,56.31999969482422,9461700
2021-03-18,44.9945182800293,53.380001068115234,56.58000183105469,53.11000061035156,56.40999984741211,12297200
2021-03-19,44.33705139160156,52.59999847412109,54.119998931884766,52.34999847412109,53.290000915527344,26925500
2021-03-22,44.03360748291016,52.2400016784668,53.0099983215332,52.040000915527344,52.86000061035156,11003000
2021-03-23,43.58686447143555,51.709999084472656,52.77999877929688,50.52999877929688,51.119998931884766,11853800
2021-03-24,44.85123062133789,53.209999084472656,53.95000076293945,52.68000030517578,52.7599983215332,9671100
2021-03-25,45.15467834472656,53.56999969482422,53.79999923706055,51.56999969482422,52.060001373291016,9275200
2021-03-26,46.39374923706055,55.040000915527344,55.119998931884766,54.02999877929688,54.65999984741211,8723100
2021-03-29,45.38225936889648,53.84000015258789,54.52000045776367,53.119998931884766,54.5,7901000
2021-03-30,45.03667449951172,53.43000030517578,54.15999984741211,53.040000915527344,53.20000076293945,7910200
2021-03-31,44.64892959594727,52.970001220703125,53.68999862670898,52.650001525878906,53.310001373291016,9293100
2021-04-01,45.53398513793945,54.02000045776367,54.040000915527344,52.52999877929688,53.119998931884766,10165000
2021-04-05,44.00831604003906,52.209999084472656,53.90999984741211,51.95000076293945,53.90999984741211,10460000
2021-04-06,44.320194244384766,52.58000183105469,53.65999984741211,52.40999984741211,52.619998931884766,6253600
2021-04-07,44.151611328125,52.380001068115234,53.15999984741211,52.13999938964844,52.790000915527344,12408400
2021-04-08,43.19070053100586,51.2400016784668,51.81999969482422,51.040000915527344,51.619998931884766,10040800
2021-04-09,43.18225860595703,51.22999954223633,51.9900016784668,50.91999816894531,51.369998931884766,6665300
2021-04-12,42.87038803100586,50.86000061035156,52.2400016784668,50.81999969482422,51.75,8564000
2021-04-13,42.81138610839844,50.790000915527344,51.33000183105469,50.38999938964844,50.47999954223633,6980000
2021-04-14,44.41291809082031,52.68999862670898,53.560001373291016,51.380001068115234,51.380001068115234,8342200
2021-04-15,43.74702072143555,51.900001525878906,52.810001373291016,51.77000045776367,52.70000076293945,6763700
